SpecimenCode	Subfamily	Genus	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm1	Adm2	Country	Elevation	ElevationMaxError	LocLatitude	LocLongitude	LatLonMaxError	Bioregion	LocalityNotes	LocalityCode	Created	uploadId
casent0755341	dolichoderinae	linepithema	humile	1m	pin			MMPC	MMPC		M.M. Prebus	2015-07-17	MMP01980	M.M. Prebus	2015-07-14	2015-07-17	malaise trap	suburban	flight intercept	Back yard of 1018 D Street. Dry grass with tile walkway and fruit trees	Davis	California	Yolo	United States	15	10m	38.55353	-121.74411	20m	Nearctic		loc38.55353,-121.74411	2023-11-17 01:37:34.0	1482	
casent0761017	dolichoderinae	linepithema	humile	2w	pin			UCDC	UCDC		Ward, P. S.	2015-09-03	PSW16910-03	Ward, P. S.	2013-03-02		6L sifted litter, extracted in Winkler sack over 72 hours	disturbed riparian woodland	sifted litter (leaf mold, rotten wood)		Davis	California	Yolo Co.	United States	15		38.52763	-121.79672	100 m	Nearctic	From PSW field notes: In open, disturbed riparian woodland on north side of Putah Creek, with Quercus lobata, Quercus wislizenii, Casuarina, Eucalyptus, and scattered Toxicodendron and Sambucus. Collected between 38.52747 -121.79567 (Â±5m) and 38.52779 -121.79778 (Â±3m), yielding an average of 38.52763 -121.79672, with extent 100m	loc38.52763,-121.79672	2024-05-26 07:36:37.0	1620	
casent0770653	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC41549	Jere Schweikert	2015-04-18	2015-04-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770654	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC				ANTC41549	Jere Schweikert	2015-04-18	2015-04-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770654-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		leg sent for barcoding, Guelph CCDB-36584	sent to Guelph, CCDB-36584	CASC				ANTC41549	Jere Schweikert	2015-04-18	2015-04-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:11.0	1691	
casent0770655	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC				ANTC41549	Jere Schweikert	2015-04-18	2015-04-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770655-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		leg sent for barcoding, Guelph CCDB-36584	sent to Guelph, CCDB-36584	CASC				ANTC41549	Jere Schweikert	2015-04-18	2015-04-19		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:11.0	1691	
casent0770674	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC41551	Jere Schweikert	2015-06-19	2015-06-21		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770675	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC41551	Jere Schweikert	2015-06-19	2015-06-21		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770706	dolichoderinae	linepithema	humile	1 male	Pin				CASC				ANTC41552	Jere Schweikert	2015-06-26	2015-06-28		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770707	dolichoderinae	linepithema	humile	1 male	Pin		DNA voucher		CASC				ANTC41552	Jere Schweikert	2015-06-26	2015-06-28		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770707-d01	dolichoderinae	linepithema	humile	1 male	Vial (95% EtOH)		leg sent for barcoding, Guelph CCDB-36584	sent to Guelph, CCDB-36584	CASC				ANTC41552	Jere Schweikert	2015-06-26	2015-06-28		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:11.0	1691	
casent0770708	dolichoderinae	linepithema	humile	1 male	Pin				CASC				ANTC41552	Jere Schweikert	2015-06-26	2015-06-28		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770715	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC41552	Jere Schweikert	2015-06-26	2015-06-28		on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770716	dolichoderinae	linepithema	humile	1 worker	Pin		DNA voucher		CASC				ANTC41553	Jere Schweikert	2015-05-09			on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0770716-d01	dolichoderinae	linepithema	humile	1 worker	Vial (95% EtOH)		leg sent for barcoding, Guelph CCDB-36584	sent to Guelph, CCDB-36584	CASC				ANTC41553	Jere Schweikert	2015-05-09			on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:11.0	1691	
casent0770747	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC41557	Jere Schweikert	2015-06-14			on swimming pool surface			8 Park Ridge Road, San Rafael	California	Marin	United States			38.01833	-122.5533		Nearctic		Park_Ridge_Road	2024-08-16 02:50:24.0	1691	
casent0785897	dolichoderinae	linepithema	humile	1 worker	Pin		AoW UCE; ND extraction; EX3208		CASC				PS038	Peter Slingsby	2016-11-22		pooter	Fynbos	soil, under stone		Stettynskloof Dam, Holgatkloof	Western Cape		South Africa	480		-33.8361	19.2502		Afrotropical		Stettynskloof_480	2024-08-16 02:50:05.0	1691	
casent0810279	dolichoderinae	linepithema	humile	3 workers	Pin	W. S. Ross Collection			CASC				ANTC43245	W.S. Ross	1943-02-09						10 Mi. E. Pensicola	Florida	Escambia	United States						Nearctic		Pensicola	2024-08-16 02:50:05.0	1691	
casent0810292	dolichoderinae	linepithema	humile	1 worker	Pin	Pres by TDA Cockerell; geolocate_UncertaintyRadiusMeters: 2598 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 37 geolocate_Precision: Low geolocate_ParsePattern: AVALON			CASC				ANTC43238	Wilmatte Porter Cockerell	1938-03-28						Avalon, Catalina Island	California	Los Angeles	United States			33.34281	-118.32823	1 km	Nearctic	Coordinates not given on locality label. Georeferenced with Google Earth.	Avalon	2024-08-16 02:50:05.0	1691	
casent0810293	dolichoderinae	linepithema	humile	1 worker	Pin				CASC				ANTC43246	E.S. Ross	1942-09-05						New Braunfels	Texas	Comal	United States			29.7	-98.11667		Nearctic	Coordinates not given on locality label; estimated to nearest minute (~0.02 degr	New_Braunfels	2024-08-16 02:50:05.0	1691	
casent0810294	dolichoderinae	linepithema	humile	1 worker	Pin	geolocate_UncertaintyRadiusMeters: 301 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 35 geolocate_Precision: Low geolocate_ParsePattern: WHITE			CASC				ANTC43247	Borys Malkin	1952-09-09						White City	New Mexico	Eddy	United States			35.24532	-106.18891		Nearctic		White_City	2024-08-16 02:50:05.0	1691	
casent0810295	dolichoderinae	linepithema	humile	1 worker	Pin	W. S. Ross Collection			CASC				ANTC43248	E.S. Ross	1942-07-07						San Antonio	Texas	Bexar	United States			29.41667	-98.5		Nearctic	Coordinates estimated approximately with Google Earth.	San_Antonio_Tex	2024-08-16 02:50:05.0	1691	
casent0811069	dolichoderinae	linepithema	humile	2w	pin			UCDC	UCDC		Boudinot, B. E.	2016-06-30	tc-10310900	Heydon, S. L.	2013-04-14		sweeping		Quercus	Replicates in ethanol.	Toro Regional Park, 7 km SSW Salinas	California	Monterey Co.	United States			36.59333	-121.69333		Nearctic		loc36.59333,-121.69333	2024-05-26 07:37:22.0	1620	
casent0811077	dolichoderinae	linepithema	humile	2w	pin			UCDC	UCDC		Boudinot, B. E.	2016-06-30	tc-241699756		2009-07-02	2009-07-09	Malaise	dry creek		Replicates in ethanol. Site #3.	Winters	California	Yolo Co.	United States			38.51667	-121.98333		Nearctic		loc38.51667,-121.98333	2024-05-26 07:37:22.0	1620	
casent0811078	dolichoderinae	linepithema	humile	1w	pin			UCDC	UCDC		Boudinot, B. E.	2016-06-30	tc1742818921	Heydon, S. L.	2013-04-14	2013-04-14	sweeping	hillside		Replicates in ethanol.	Toro Regional Park, 7 km SSW Salinas	California	Monterey Co.	United States			36.59333	-121.69333		Nearctic		loc36.59333,-121.69333	2024-05-26 07:37:22.0	1620	
casent0813010	dolichoderinae	linepithema	humile	1 worker	pin			AFRC	AFRC, Pretoria, South Africa		P.G. Hawkes	2008-08-26	FH-13-10-4	P.G. Hawkes	2008-08-26		Hand collected	Urban kitchen			13 10th Avenue, Fish Hoek, Cape Town	Western Cape	City of Cape Town	South Africa	17	5 m	-34.13586	18.42315	20m	Afrotropical		FH-13-10	2024-07-31 21:27:34.0	1682	
casent0823000	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS293	M. Tarlov	2004-11-12		Bay Area Ant Survey (BAAS)	backyard	grass, rotting stairs	Linepithema humile	379 Eureka 94119	California	San Francisco	United States			37.75623	-122.43782		Nearctic		BAAS_293	2024-08-16 02:50:00.0	1691	
casent0823004	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS470	K.N. Jayram	2005-04-20		Bay Area Ant Survey (BAAS)	in front yard of house	on the pathway	Linepithema humile	470 La Pax Ct., Morgan Hill, 95037	California	Santa Clara	United States			37.10331	-121.64271		Nearctic		BAAS_470	2024-08-16 02:50:00.0	1691	
casent0823005	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AA01	A.L. Brown	2004-06-10		Bay Area Ant Survey (BAAS)	house	clothes closet	Linepithema humile	4128 23rd Street Castro & diamond	California	San Francisco	United States			37.75269	-122.43483		Nearctic		BAAS_AA01	2024-08-16 02:50:00.0	1691	
casent0823007	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AA108	E.D. Amsden	2007-07-03		Bay Area Ant Survey (BAAS)	private residence	on bathroom floor	Linepithema humile	791 Crossbrook Dr., Moraga 94556	California	Contra Costa	United States			37.8463	-122.1313		Nearctic		BAAS_AA108	2024-08-16 02:50:00.0	1691	
casent0823008	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AA11a	H.K. Lese	2004-06-20		Bay Area Ant Survey (BAAS)	ants living in tree	ants living in hole on live tree	Linepithema humile	8 Germaine Place., Novato 94949 (near Novato Blvd.)	California	Marin	United States			38.0699	-122.56381		Nearctic		BAAS_AA11	2024-08-16 02:50:00.0	1691	
casent0823009	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AA11b	H.K. Lese	2004-06-20		Bay Area Ant Survey (BAAS)		on tree	Linepithema humile	8 Germaine Place., Novato 94949 (near Novato Blvd.)	California	Marin	United States			38.0699	-122.56381		Nearctic		BAAS_AA11	2024-08-16 02:50:00.0	1691	
casent0823012	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AB120	E.D. Amsden	2005-06-19		Bay Area Ant Survey (BAAS)		concrete patio	Linepithema humile	791 Crossbrook Dr., Moraga 94556	California	Contra Costa	United States			37.84209	-122.12824		Nearctic		BAAS_AB120	2024-08-16 02:50:00.0	1691	
casent0823014	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AB60	Brandon	2005-06-28		Bay Area Ant Survey (BAAS)			Linepithema humile	1150 Webster St.94115	California	San Francisco	United States			37.7811	-122.43043		Nearctic		BAAS_AB60	2024-08-16 02:50:00.0	1691	
casent0823015	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AB61	Jazmine	2005-06-28		Bay Area Ant Survey (BAAS)			Linepithema humile	1150 Webster St.94115	California	San Francisco	United States			37.7811	-122.43043		Nearctic		BAAS_AB61	2024-08-16 02:50:00.0	1691	
casent0823016	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AC180	J.A. Wright	2004-07-10		Bay Area Ant Survey (BAAS)			Linepithema humile	215 Kent St, Petaluma, 94952	California	Sonoma	United States			38.23934	-122.64553		Nearctic		BAAS_AC180	2024-08-16 02:50:00.0	1691	
casent0823017	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AN182	M.J. Phambi	2005-01-27		Bay Area Ant Survey (BAAS)			Linepithema humile	2295 Crestmoor Dr., San Bruno	California	San Mateo	United States			37.62408	-122.4338		Nearctic		BAAS_AN182	2024-08-16 02:50:00.0	1691	
casent0823018	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU02	K.S. Young	2005-03-08		Bay Area Ant Survey (BAAS)	house		Linepithema humile	867 West hillsdale Blvd 94403	California	San Mateo	United States			37.52918	-122.31929		Nearctic		BAAS_AU02	2024-08-16 02:50:00.0	1691	
casent0823019	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU05	N.M.L. Schiavo	2005-03-06		Bay Area Ant Survey (BAAS)	backyard		Linepithema humile	947 Lurline Dr., Foster City 94404	California	San Mateo	United States			37.55647	-122.25854		Nearctic		BAAS_AU05	2024-08-16 02:50:00.0	1691	
casent0823020	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU09	L. S. Monti Vu	2004-10-06		Bay Area Ant Survey (BAAS)		school yard	Linepithema humile	Spring Valley Elem., 1451 jackson,94109	California	San Francisco	United States			37.79438	-122.41896		Nearctic		BAAS_AU09	2024-08-16 02:50:00.0	1691	
casent0823022	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU116	W.A. Carlisle	2004-10-21		Bay Area Ant Survey (BAAS)		school yard	Linepithema humile	White Hill Middle School, 2535 Glenwood Dr. Sir Francis Drake, Fairfax, 94930	California	Marin	United States			37.97365	-122.64058		Nearctic		BAAS_AU116	2024-08-16 02:50:00.0	1691	
casent0823023	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU12	J. Campo	2004-09-12		Bay Area Ant Survey (BAAS)	Oak Woodlands	under tire	Linepithema humile	Golden Gate Park, 3rd Ave 94118	California	San Francisco	United States			37.77365	-122.45862		Nearctic		BAAS_AU12	2024-08-16 02:50:00.0	1691	
casent0823024	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU125	K.K. Lester	2004-11-15		Bay Area Ant Survey (BAAS)			Linepithema humile	White Hill School, 190 Cascade Drive, Fairfax, 94930	California	Marin	United States			37.97937	-122.59777		Nearctic		BAAS_AU125	2024-08-16 02:50:00.0	1691	
casent0823025	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU126	P.W. Hughes	2005-03-15		Bay Area Ant Survey (BAAS)			Linepithema humile	Seacloud Park, Foster City	California	San Mateo	United States			37.54334	-122.26019		Nearctic		BAAS_AU126	2024-08-16 02:50:00.0	1691	
casent0823026	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU137	E.C. Johnson	2004-09-22		Bay Area Ant Survey (BAAS)			Linepithema humile	Encinal High School, 210 Central Ave. 94501	California	Alameda	United States			37.77346	-122.29022		Nearctic		BAAS_AU137	2024-08-16 02:50:00.0	1691	
casent0823027	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU153	D.S. Kawahara	2005-03-16		Bay Area Ant Survey (BAAS)			Linepithema humile	1804 Lexington Ave, San Mateo, 94402	California	San Mateo	United States			37.51922	-122.34785		Nearctic		BAAS_AU153	2024-08-16 02:50:00.0	1691	
casent0823029	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU160	J.D. Aurell	2005-03-08		Bay Area Ant Survey (BAAS)	front yard		Linepithema humile	807 Comet, 94404	California	San Mateo	United States			37.55929	-122.262024		Nearctic		BAAS_AU160	2024-08-16 02:50:00.0	1691	
casent0823030	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU166	D.S. Scott	2005-03-08		Bay Area Ant Survey (BAAS)	private residence		Linepithema humile	783 Niantic, Foster City, 94404	California	San Mateo	United States			37.56193	-122.25972		Nearctic		BAAS_AU166	2024-08-16 02:50:00.0	1691	
casent0823031	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU170	R. Rosenblatt	2005-06-18		Bay Area Ant Survey (BAAS)			Linepithema humile	815 Hill St. #5, Belmont 94002	California	San Mateo	United States			37.52131	-122.27719		Nearctic		BAAS_AU170	2024-08-16 02:50:00.0	1691	
casent0823033	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU190	N.H. Gerber	2005-03-07		Bay Area Ant Survey (BAAS)	backyard		Linepithema humile	1401 Antiguon, Foster City, San Mateo 94404	California	San Mateo	United States			37.55722	-122.26909		Nearctic		BAAS_AU190	2024-08-16 02:50:00.0	1691	
casent0823034	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU192	S.N. Schiller	2004-09-12		Bay Area Ant Survey (BAAS)		kitchen	Linepithema humile	4672 Fair Ave., Oakland, 94619	California	Alameda	United States			37.788227	-122.18449		Nearctic		BAAS_AU192	2024-08-16 02:50:00.0	1691	
casent0823036	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU201	K. Fadrilan	2005-03-14		Bay Area Ant Survey (BAAS)			Linepithema humile	368 Pompano Circle, Foster City, 94404	California	San Mateo	United States			37.55959	-122.25112		Nearctic		BAAS_AU201	2024-08-16 02:50:00.0	1691	
casent0823037	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU213	J.T. Chen	2005-03-13		Bay Area Ant Survey (BAAS)			Linepithema humile	Erckenbrack Park, Niantic Drive, Foster City, 94404	California	San Mateo	United States			37.561447	-122.25925		Nearctic		BAAS_AU213	2024-08-16 02:50:00.0	1691	
casent0823038	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU219	D.S. Kawahara	2005-03-09		Bay Area Ant Survey (BAAS)			Linepithema humile	5 Williams Lane, Foster City, 94404	California	San Mateo	United States			37.53552	-122.26925		Nearctic		BAAS_AU219	2024-08-16 02:50:00.0	1691	
casent0823040	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU23	T.G. Turegano	2004-11-27		Bay Area Ant Survey (BAAS)		driveway crack at base of garage door	Linepithema humile	Sansom House, 2081 Pinecrest Drive (near Goldfield), Santa Rosa, 95403	California	Sonoma	United States			38.50744	-122.75596		Nearctic		BAAS_AU23	2024-08-16 02:50:00.0	1691	
casent0823042	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU261	B.N. Ochakovsky	2005-03-13		Bay Area Ant Survey (BAAS)		crack in cement	Linepithema humile	Sand Harbour Apartments, 1057 Shell Blvd, Foster City, 94404	California	San Mateo	United States			37.550117	-122.26363		Nearctic		BAAS_AU261	2024-08-16 02:50:00.0	1691	
casent0823044	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU277	A.M. Davidson	2004-11-03		Bay Area Ant Survey (BAAS)		my apartment	Linepithema humile	479 Potrero Ave, 94110, 2nd floor apartment	California	San Francisco	United States			37.763386	-122.407196		Nearctic		BAAS_AU277	2024-08-16 02:50:00.0	1691	
casent0823045	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU283	S.F. Oliver	2004-10-14		Bay Area Ant Survey (BAAS)			Linepithema humile	White Hill School, 2535 Glenwood Drive	California	Fairfax	United States			37.973648	-122.64058		Nearctic		BAAS_AU283	2024-08-16 02:50:00.0	1691	
casent0823046	dolichoderinae	linepithema	humile		Vial (100% EtOH)				CASC				BAAS_AU299	D.A. Hui	2005-03-12		Bay Area Ant Survey (BAAS)	bike path		Linepithema humile	Wheelhouse Lane Foster City	California	San Mateo	United States			37.54593	-122.2545		Nearctic		BAAS_AU299	2024-08-16 02:50:00.0	1691	
